person_id	person_related_id	patent_id	type
318	1869	329	SPONSOR
319	2792	330	SPONSOR
319	4851	330	SPONSOR
319	900	330	SPONSOR
319	3182	330	SPONSOR
323	2057	334	SPONSOR
323	2898	334	SPONSOR
323	4783	334	SPONSOR
323	2594	334	SPONSOR
324	3109	335	SPONSOR
324	1845	335	SPONSOR
324	4733	335	SPONSOR
332	1137	343	SPONSOR
332	696	343	SPONSOR
332	3691	343	SPONSOR
347	4448	358	SPONSOR
347	797	358	SPONSOR
335	4851	346	SPONSOR
335	2792	346	SPONSOR
335	857	346	SPONSOR
339	870	350	SPONSOR
339	900	350	SPONSOR
339	611	350	SPONSOR
343	3137	354	SPONSOR
343	4535	354	SPONSOR
343	1558	354	SPONSOR
345	440	356	SPONSOR
345	1794	356	SPONSOR
349	2741	360	SPONSOR
350	1842	361	SPONSOR
350	3444	361	SPONSOR
350	2228	361	SPONSOR
353	2792	364	SPONSOR
353	4852	364	SPONSOR
353	857	364	SPONSOR
358	937	369	SPONSOR
358	3182	369	SPONSOR
358	3444	369	SPONSOR
358	1566	369	SPONSOR
360	1444	371	SPONSOR
360	2228	371	SPONSOR
360	1840	371	SPONSOR
360	3444	371	SPONSOR
373	3323	384	SPONSOR
373	2171	384	SPONSOR
381	281	392	SPONSOR
381	3355	392	SPONSOR
381	2020	392	SPONSOR
381	5008	392	SPONSOR
384	4688	395	SPONSOR
384	5131	395	SPONSOR
384	2459	395	SPONSOR
384	3788	395	SPONSOR
385	119	396	SPONSOR
385	2737	396	SPONSOR
385	5133	396	SPONSOR
388	3129	399	SPONSOR
388	3078	399	SPONSOR
400	3971	411	SPONSOR
400	1527	411	SPONSOR
400	95	411	SPONSOR
412	2304	423	SPONSOR
412	4535	423	SPONSOR
413	4851	424	SPONSOR
413	1566	424	SPONSOR
413	872	424	SPONSOR
425	5008	436	SPONSOR
425	1227	436	SPONSOR
427	1101	438	SPONSOR
427	1591	438	SPONSOR
428	4157	439	SPONSOR
428	3953	439	SPONSOR
428	4083	439	SPONSOR
428	1598	439	SPONSOR
429	2792	440	SPONSOR
429	4851	440	SPONSOR
430	1845	441	SPONSOR
430	1035	441	SPONSOR
430	712	441	SPONSOR
437	722	448	SPONSOR
445	4688	457	SPONSOR
445	611	457	SPONSOR
445	4285	457	SPONSOR
446	3571	458	SPONSOR
446	1452	458	SPONSOR
447	2703	459	SPONSOR
447	1452	459	SPONSOR
1687	4429	1746	SPONSOR
1687	1586	1746	SPONSOR
451	1840	463	SPONSOR
451	2792	463	SPONSOR
451	4852	463	SPONSOR
451	1566	463	SPONSOR
461	4083	474	SPONSOR
461	243	474	SPONSOR
461	4399	474	SPONSOR
466	2020	479	SPONSOR
466	2887	479	SPONSOR
466	4246	479	SPONSOR
466	4403	479	SPONSOR
473	2264	486	SPONSOR
473	4154	486	SPONSOR
474	832	487	SPONSOR
474	2316	487	SPONSOR
474	2944	487	SPONSOR
486	3309	499	SPONSOR
486	3109	499	SPONSOR
489	3767	502	SPONSOR
489	2122	502	SPONSOR
489	712	502	SPONSOR
494	1566	507	SPONSOR
494	526	507	SPONSOR
514	2316	529	SPONSOR
514	4946	529	SPONSOR
514	2726	529	SPONSOR
514	3932	529	SPONSOR
526	1566	541	SPONSOR
526	2674	541	SPONSOR
526	4246	541	SPONSOR
533	3106	548	SPONSOR
533	1449	548	SPONSOR
535	381	550	SPONSOR
535	130	550	SPONSOR
540	1040	555	SPONSOR
540	3370	555	SPONSOR
540	4734	555	SPONSOR
540	3107	555	SPONSOR
545	5035	560	SPONSOR
545	3606	560	SPONSOR
554	5070	569	SPONSOR
554	2008	569	SPONSOR
554	2885	569	SPONSOR
554	1449	569	SPONSOR
562	4851	578	SPONSOR
562	856	578	SPONSOR
562	1840	578	SPONSOR
566	2224	582	SPONSOR
566	1566	582	SPONSOR
3037	712	3146	SPONSOR
3037	1450	3146	SPONSOR
3037	4733	3146	SPONSOR
3037	4403	3146	SPONSOR
573	3767	589	SPONSOR
573	1450	589	SPONSOR
573	2598	589	SPONSOR
573	4701	589	SPONSOR
574	712	590	SPONSOR
574	3323	590	SPONSOR
578	3571	595	SPONSOR
578	360	595	SPONSOR
578	3427	595	SPONSOR
578	84	595	SPONSOR
579	1566	596	SPONSOR
579	882	596	SPONSOR
579	4769	596	SPONSOR
579	2304	596	SPONSOR
3167	486	3283	SPONSOR
3167	3018	3283	SPONSOR
3167	3018	3283	SPONSOR
577	4688	593	SPONSOR
577	4246	593	SPONSOR
577	4249	593	SPONSOR
577	3103	593	SPONSOR
597	4246	614	SPONSOR
597	1566	614	SPONSOR
597	3953	614	SPONSOR
597	67	614	SPONSOR
598	3050	615	SPONSOR
598	2813	615	SPONSOR
599	3222	616	SPONSOR
599	1141	616	SPONSOR
599	4374	616	SPONSOR
600	2737	618	SPONSOR
600	707	618	SPONSOR
604	3399	622	SPONSOR
604	2792	622	SPONSOR
604	712	622	SPONSOR
606	4608	624	SPONSOR
606	1546	624	SPONSOR
606	2701	624	SPONSOR
611	1142	629	SPONSOR
611	2813	629	SPONSOR
613	1092	631	SPONSOR
613	360	631	SPONSOR
613	1845	631	SPONSOR
614	5038	632	SPONSOR
614	1929	632	SPONSOR
619	3350	637	SPONSOR
619	535	637	SPONSOR
619	2907	637	SPONSOR
619	2939	637	SPONSOR
620	445	638	SPONSOR
620	2973	638	SPONSOR
620	1360	638	SPONSOR
626	4285	644	SPONSOR
626	3387	644	SPONSOR
626	2547	644	SPONSOR
632	1345	651	SPONSOR
632	2944	651	SPONSOR
632	2160	651	SPONSOR
632	2593	651	SPONSOR
645	3338	664	SPONSOR
645	3968	664	SPONSOR
649	2750	668	SPONSOR
659	34	678	SPONSOR
659	2134	678	SPONSOR
659	1454	678	SPONSOR
663	1706	682	SPONSOR
663	2171	682	SPONSOR
683	2802	703	SPONSOR
683	5058	703	SPONSOR
683	3816	703	SPONSOR
683	2842	703	SPONSOR
684	4851	704	SPONSOR
684	2792	704	SPONSOR
684	857	704	SPONSOR
685	2226	705	SPONSOR
686	2842	706	SPONSOR
686	833	706	SPONSOR
687	2177	707	SPONSOR
687	545	707	SPONSOR
687	4856	707	SPONSOR
688	4852	708	SPONSOR
688	3508	708	SPONSOR
688	1088	708	SPONSOR
690	5035	711	SPONSOR
690	3957	711	SPONSOR
690	4006	711	SPONSOR
690	102	711	SPONSOR
692	3284	713	SPONSOR
692	3444	713	SPONSOR
697	3187	718	SPONSOR
697	886	718	SPONSOR
696	3399	717	SPONSOR
696	857	717	SPONSOR
696	2023	717	SPONSOR
696	3242	717	SPONSOR
698	833	719	SPONSOR
698	4688	719	SPONSOR
698	4589	719	SPONSOR
699	833	720	SPONSOR
699	1191	720	SPONSOR
699	3323	720	SPONSOR
699	1612	720	SPONSOR
701	1914	722	SPONSOR
701	83	722	SPONSOR
701	4246	722	SPONSOR
704	1035	725	SPONSOR
704	200	725	SPONSOR
704	242	725	SPONSOR
706	3390	727	SPONSOR
712	3222	734	SPONSOR
712	2228	734	SPONSOR
712	1141	734	SPONSOR
712	1452	734	SPONSOR
713	2737	735	SPONSOR
713	4225	735	SPONSOR
713	1421	735	SPONSOR
713	3633	735	SPONSOR
714	1345	736	SPONSOR
714	5008	736	SPONSOR
714	2057	736	SPONSOR
714	199	736	SPONSOR
721	2023	744	SPONSOR
721	95	744	SPONSOR
721	4768	744	SPONSOR
722	2737	745	SPONSOR
722	4981	745	SPONSOR
722	2903	745	SPONSOR
728	4951	751	SPONSOR
728	4611	751	SPONSOR
728	2250	751	SPONSOR
728	2791	751	SPONSOR
739	1035	763	SPONSOR
739	3222	763	SPONSOR
739	1407	763	SPONSOR
739	4733	763	SPONSOR
740	4246	764	SPONSOR
740	4851	764	SPONSOR
746	4851	770	SPONSOR
746	2792	770	SPONSOR
746	451	770	SPONSOR
746	3813	770	SPONSOR
751	1566	775	SPONSOR
751	3222	775	SPONSOR
751	712	775	SPONSOR
752	3182	776	SPONSOR
752	1297	776	SPONSOR
752	1829	776	SPONSOR
755	1845	779	SPONSOR
755	2725	779	SPONSOR
766	4990	790	SPONSOR
766	4733	790	SPONSOR
766	4743	790	SPONSOR
767	1688	791	SPONSOR
767	3353	791	SPONSOR
767	2293	791	SPONSOR
767	1451	791	SPONSOR
771	2897	795	SPONSOR
771	4423	795	SPONSOR
771	3968	795	SPONSOR
779	4249	803	SPONSOR
779	832	803	SPONSOR
779	2674	803	SPONSOR
789	5046	813	SPONSOR
789	139	813	SPONSOR
789	2304	813	SPONSOR
790	5035	814	SPONSOR
790	4196	814	SPONSOR
795	4851	819	SPONSOR
795	4246	819	SPONSOR
796	4688	820	SPONSOR
796	2050	820	SPONSOR
797	3050	821	SPONSOR
797	1794	821	SPONSOR
797	2050	821	SPONSOR
797	4857	821	SPONSOR
802	2792	826	SPONSOR
802	360	826	SPONSOR
802	1566	826	SPONSOR
802	2050	826	SPONSOR
807	254	831	SPONSOR
807	3074	831	SPONSOR
815	1454	840	SPONSOR
815	4843	840	SPONSOR
816	3136	841	SPONSOR
819	1222	844	SPONSOR
823	429	848	SPONSOR
823	2160	848	SPONSOR
823	4083	848	SPONSOR
825	3182	850	SPONSOR
825	4851	850	SPONSOR
825	2792	850	SPONSOR
825	1840	850	SPONSOR
833	4374	858	SPONSOR
833	2561	858	SPONSOR
833	5058	858	SPONSOR
829	2547	854	SPONSOR
829	2939	854	SPONSOR
829	254	854	SPONSOR
831	4839	856	SPONSOR
831	4032	856	SPONSOR
831	5037	856	SPONSOR
832	3064	857	SPONSOR
837	4128	862	SPONSOR
837	103	862	SPONSOR
837	4399	862	SPONSOR
837	2724	862	SPONSOR
838	3953	863	SPONSOR
838	2701	863	SPONSOR
838	3353	863	SPONSOR
839	4246	864	SPONSOR
839	102	864	SPONSOR
839	3353	864	SPONSOR
842	2455	867	SPONSOR
849	318	874	SPONSOR
849	4637	874	SPONSOR
853	3311	878	SPONSOR
853	400	878	SPONSOR
853	4273	878	SPONSOR
856	4851	881	SPONSOR
856	167	881	SPONSOR
856	1914	881	SPONSOR
857	1566	882	SPONSOR
857	1142	882	SPONSOR
857	3050	882	SPONSOR
857	1410	882	SPONSOR
864	2701	889	SPONSOR
864	2703	889	SPONSOR
865	4637	890	SPONSOR
865	2161	890	SPONSOR
865	3120	890	SPONSOR
867	1142	892	SPONSOR
867	3426	892	SPONSOR
867	4433	892	SPONSOR
868	2228	893	SPONSOR
869	1566	894	SPONSOR
870	4217	895	SPONSOR
870	84	895	SPONSOR
870	5038	895	SPONSOR
870	4134	895	SPONSOR
871	3145	896	SPONSOR
871	789	896	SPONSOR
872	833	897	SPONSOR
872	3399	897	SPONSOR
872	360	897	SPONSOR
872	4662	897	SPONSOR
873	2323	898	SPONSOR
873	823	898	SPONSOR
873	2694	898	SPONSOR
873	2008	898	SPONSOR
875	4812	900	SPONSOR
875	3390	900	SPONSOR
877	4403	902	SPONSOR
877	3813	902	SPONSOR
877	1092	902	SPONSOR
880	339	905	SPONSOR
880	118	905	SPONSOR
880	839	905	SPONSOR
882	2459	907	SPONSOR
882	360	907	SPONSOR
882	1191	907	SPONSOR
882	1611	907	SPONSOR
883	4569	908	SPONSOR
883	2820	908	SPONSOR
883	199	908	SPONSOR
898	1062	924	SPONSOR
898	1142	924	SPONSOR
900	3182	926	SPONSOR
900	360	926	SPONSOR
900	898	926	SPONSOR
900	1137	926	SPONSOR
905	1566	931	SPONSOR
905	4246	931	SPONSOR
905	281	931	SPONSOR
906	85	932	SPONSOR
906	4429	932	SPONSOR
906	360	932	SPONSOR
937	360	964	SPONSOR
937	1913	964	SPONSOR
937	3444	964	SPONSOR
940	4727	967	SPONSOR
940	4285	967	SPONSOR
940	3943	967	SPONSOR
943	2350	970	SPONSOR
943	2129	970	SPONSOR
943	3368	970	SPONSOR
946	2792	973	SPONSOR
946	857	973	SPONSOR
946	4851	973	SPONSOR
949	1840	976	SPONSOR
949	1914	976	SPONSOR
949	4851	976	SPONSOR
949	4674	976	SPONSOR
951	1256	978	SPONSOR
964	1955	992	SPONSOR
964	3970	992	SPONSOR
964	4063	992	SPONSOR
964	19	992	SPONSOR
967	833	995	SPONSOR
967	3222	995	SPONSOR
967	1611	995	SPONSOR
967	1547	995	SPONSOR
978	1454	1006	SPONSOR
978	3968	1006	SPONSOR
978	883	1006	SPONSOR
992	254	1021	SPONSOR
994	4962	1023	SPONSOR
994	254	1023	SPONSOR
994	2248	1023	SPONSOR
998	360	1027	SPONSOR
998	85	1027	SPONSOR
998	515	1027	SPONSOR
998	4217	1027	SPONSOR
999	2831	1028	SPONSOR
999	4608	1028	SPONSOR
999	269	1028	SPONSOR
1006	4608	1035	SPONSOR
1006	2160	1035	SPONSOR
1011	1206	1041	SPONSOR
1011	3495	1041	SPONSOR
1011	2484	1041	SPONSOR
1011	3767	1041	SPONSOR
1015	1450	1045	SPONSOR
1015	1598	1045	SPONSOR
1015	4399	1045	SPONSOR
1022	4851	1052	SPONSOR
1022	4674	1052	SPONSOR
1022	2792	1052	SPONSOR
1022	857	1052	SPONSOR
1032	4688	1062	SPONSOR
1032	4662	1062	SPONSOR
1035	3222	1065	SPONSOR
1035	3323	1065	SPONSOR
1035	1547	1065	SPONSOR
1040	4221	1071	SPONSOR
1040	833	1071	SPONSOR
1044	1840	1075	SPONSOR
1044	4851	1075	SPONSOR
1044	858	1075	SPONSOR
1044	4674	1075	SPONSOR
1049	712	1080	SPONSOR
1049	3222	1080	SPONSOR
1049	4057	1080	SPONSOR
1051	1035	1082	SPONSOR
1051	3136	1082	SPONSOR
1062	1749	1094	SPONSOR
1062	1845	1094	SPONSOR
1062	3323	1094	SPONSOR
1063	3671	1095	SPONSOR
1063	1240	1095	SPONSOR
1066	2585	1098	SPONSOR
1066	4637	1098	SPONSOR
1066	1530	1098	SPONSOR
1066	1076	1098	SPONSOR
1069	2023	1101	SPONSOR
1069	2820	1101	SPONSOR
1069	688	1101	SPONSOR
1069	320	1101	SPONSOR
1070	3192	1102	SPONSOR
1070	3073	1102	SPONSOR
1070	3137	1102	SPONSOR
1070	254	1102	SPONSOR
1071	4851	1103	SPONSOR
1071	857	1103	SPONSOR
1071	3813	1103	SPONSOR
1071	4674	1103	SPONSOR
1072	2023	1104	SPONSOR
1072	2123	1104	SPONSOR
1072	2820	1104	SPONSOR
1076	706	1108	SPONSOR
1076	1936	1108	SPONSOR
1076	1530	1108	SPONSOR
1080	4249	1113	SPONSOR
1080	1954	1113	SPONSOR
1083	866	1116	SPONSOR
1083	1954	1116	SPONSOR
1083	3078	1116	SPONSOR
1088	2978	1121	SPONSOR
1088	4242	1121	SPONSOR
1088	5058	1121	SPONSOR
1088	3495	1121	SPONSOR
1090	3182	1123	SPONSOR
1090	900	1123	SPONSOR
1090	1965	1123	SPONSOR
1092	712	1125	SPONSOR
1092	3323	1125	SPONSOR
1092	2550	1125	SPONSOR
1095	3532	1128	SPONSOR
1101	1122	1134	SPONSOR
1101	1115	1134	SPONSOR
1101	67	1134	SPONSOR
1102	3811	1135	SPONSOR
1110	5059	1143	SPONSOR
1110	3722	1143	SPONSOR
1110	3400	1143	SPONSOR
1110	3401	1143	SPONSOR
1115	3599	1149	SPONSOR
1115	360	1149	SPONSOR
1115	712	1149	SPONSOR
1116	2792	1150	SPONSOR
1116	3399	1150	SPONSOR
1116	360	1150	SPONSOR
1116	802	1150	SPONSOR
1120	425	1154	SPONSOR
1122	4186	1156	SPONSOR
1122	1090	1156	SPONSOR
1122	4733	1156	SPONSOR
1131	967	1165	SPONSOR
1131	833	1165	SPONSOR
1131	4239	1165	SPONSOR
1138	2019	1172	SPONSOR
1138	4901	1172	SPONSOR
1138	243	1172	SPONSOR
1139	5058	1173	SPONSOR
1139	3087	1173	SPONSOR
1139	3495	1173	SPONSOR
1139	387	1173	SPONSOR
1141	3379	1175	SPONSOR
1141	3444	1175	SPONSOR
1141	3767	1175	SPONSOR
1143	1141	1177	SPONSOR
1143	1452	1177	SPONSOR
1144	1142	1178	SPONSOR
1144	1452	1178	SPONSOR
1151	3444	1185	SPONSOR
1151	4688	1185	SPONSOR
1151	92	1185	SPONSOR
1151	345	1185	SPONSOR
1157	5019	1192	SPONSOR
1157	1069	1192	SPONSOR
1157	864	1192	SPONSOR
1157	2773	1192	SPONSOR
1165	2250	1201	SPONSOR
1165	789	1201	SPONSOR
1165	3258	1201	SPONSOR
1172	3280	1208	SPONSOR
1172	2701	1208	SPONSOR
1172	3353	1208	SPONSOR
1172	3701	1208	SPONSOR
1184	1841	1220	SPONSOR
1184	3767	1220	SPONSOR
1184	1606	1220	SPONSOR
1191	3767	1227	SPONSOR
1191	2598	1227	SPONSOR
1191	1452	1227	SPONSOR
1192	4701	1228	SPONSOR
1192	1088	1228	SPONSOR
1192	1212	1228	SPONSOR
1192	1206	1228	SPONSOR
1196	2598	1233	SPONSOR
1196	1191	1233	SPONSOR
1196	4374	1233	SPONSOR
1197	1191	1234	SPONSOR
1197	4279	1234	SPONSOR
1197	1196	1234	SPONSOR
1203	3537	1240	SPONSOR
1203	824	1240	SPONSOR
1206	387	1243	SPONSOR
1206	1139	1243	SPONSOR
1208	5042	1245	SPONSOR
1208	1226	1245	SPONSOR
1210	1566	1247	SPONSOR
1210	2240	1247	SPONSOR
1210	1092	1247	SPONSOR
1210	1297	1247	SPONSOR
1212	688	1249	SPONSOR
1212	3444	1249	SPONSOR
1212	2940	1249	SPONSOR
1214	1369	1251	SPONSOR
1214	2025	1251	SPONSOR
1214	2703	1251	SPONSOR
1214	318	1251	SPONSOR
1226	2218	1263	SPONSOR
1226	4657	1263	SPONSOR
1226	1688	1263	SPONSOR
1240	2323	1279	SPONSOR
1240	4397	1279	SPONSOR
1240	865	1279	SPONSOR
1244	318	1283	SPONSOR
1244	319	1283	SPONSOR
1244	4246	1283	SPONSOR
1244	1714	1283	SPONSOR
1243	4475	1282	SPONSOR
1243	4401	1282	SPONSOR
1243	4069	1282	SPONSOR
1243	489	1282	SPONSOR
1251	713	1291	SPONSOR
1251	3440	1291	SPONSOR
1251	137	1291	SPONSOR
1251	3134	1291	SPONSOR
1253	1982	1293	SPONSOR
1253	5058	1293	SPONSOR
1256	2457	1296	SPONSOR
1256	3120	1296	SPONSOR
1256	3192	1296	SPONSOR
1277	1714	1320	SPONSOR
1277	4249	1320	SPONSOR
1280	1914	1323	SPONSOR
1280	4674	1323	SPONSOR
1280	4851	1323	SPONSOR
1287	1083	1330	SPONSOR
1287	3073	1330	SPONSOR
1287	2737	1330	SPONSOR
1291	937	1334	SPONSOR
1291	2427	1334	SPONSOR
1291	2194	1334	SPONSOR
1294	5035	1337	SPONSOR
1294	3969	1337	SPONSOR
1297	2792	1340	SPONSOR
1297	1566	1340	SPONSOR
1297	900	1340	SPONSOR
1297	3943	1340	SPONSOR
1298	5035	1341	SPONSOR
1298	4374	1341	SPONSOR
1305	318	1348	SPONSOR
1305	687	1348	SPONSOR
1305	4285	1348	SPONSOR
1323	712	1368	SPONSOR
1323	3107	1368	SPONSOR
1323	3887	1368	SPONSOR
1345	2455	1391	SPONSOR
1345	4333	1391	SPONSOR
1350	4058	1396	SPONSOR
1350	688	1396	SPONSOR
1350	751	1396	SPONSOR
1351	167	1397	SPONSOR
1351	4851	1397	SPONSOR
1351	1914	1397	SPONSOR
1354	712	1400	SPONSOR
1354	4693	1400	SPONSOR
1360	565	1406	SPONSOR
1360	1035	1406	SPONSOR
1361	2598	1407	SPONSOR
1361	1841	1407	SPONSOR
1361	92	1407	SPONSOR
1361	1982	1407	SPONSOR
1364	767	1410	SPONSOR
1364	209	1410	SPONSOR
1364	1688	1410	SPONSOR
1369	3073	1415	SPONSOR
1369	1683	1415	SPONSOR
1369	1044	1415	SPONSOR
1377	5035	1424	SPONSOR
1377	3073	1424	SPONSOR
1377	254	1424	SPONSOR
1385	4424	1432	SPONSOR
1385	1632	1432	SPONSOR
1385	1092	1432	SPONSOR
1385	1452	1432	SPONSOR
1387	4939	1434	SPONSOR
1387	430	1434	SPONSOR
1387	3391	1434	SPONSOR
1387	3392	1434	SPONSOR
1403	2194	1450	SPONSOR
1403	2973	1450	SPONSOR
1403	1227	1450	SPONSOR
1403	1586	1450	SPONSOR
1407	2023	1454	SPONSOR
1407	3050	1454	SPONSOR
1407	2820	1454	SPONSOR
1411	445	1458	SPONSOR
1411	4636	1458	SPONSOR
1413	2025	1460	SPONSOR
1422	3030	1470	SPONSOR
1422	5038	1470	SPONSOR
1422	456	1470	SPONSOR
1425	2939	1473	SPONSOR
1425	170	1473	SPONSOR
1425	4249	1473	SPONSOR
1436	3399	1484	SPONSOR
1436	3323	1484	SPONSOR
1442	3018	1490	SPONSOR
1442	712	1490	SPONSOR
1442	3323	1490	SPONSOR
1442	584	1490	SPONSOR
1444	3311	1492	SPONSOR
1444	1857	1492	SPONSOR
1444	4428	1492	SPONSOR
1444	3392	1492	SPONSOR
1445	2940	1494	SPONSOR
1445	3767	1494	SPONSOR
1445	5058	1494	SPONSOR
1451	1627	1500	SPONSOR
1451	3953	1500	SPONSOR
1451	2026	1500	SPONSOR
1452	3767	1501	SPONSOR
1452	2940	1501	SPONSOR
1452	1142	1501	SPONSOR
1452	1841	1501	SPONSOR
1453	2323	1502	SPONSOR
1453	2271	1502	SPONSOR
1454	3323	1503	SPONSOR
1454	1566	1503	SPONSOR
1458	2057	1508	SPONSOR
1458	4875	1508	SPONSOR
1458	1142	1508	SPONSOR
1458	2547	1508	SPONSOR
1456	872	1505	SPONSOR
1456	2884	1505	SPONSOR
1456	4429	1505	SPONSOR
1459	3222	1509	SPONSOR
1459	4701	1509	SPONSOR
1459	4305	1509	SPONSOR
1459	1841	1509	SPONSOR
1472	714	1523	SPONSOR
1481	3045	1532	SPONSOR
1481	4154	1532	SPONSOR
3806	2940	3943	SPONSOR
3806	4851	3943	SPONSOR
3806	5058	3943	SPONSOR
3806	1841	3943	SPONSOR
1496	1453	1547	SPONSOR
1496	119	1547	SPONSOR
1496	1955	1547	SPONSOR
1519	2791	1571	SPONSOR
1519	4101	1571	SPONSOR
1519	3671	1571	SPONSOR
1521	832	1573	SPONSOR
1521	2316	1573	SPONSOR
1521	5066	1573	SPONSOR
1521	243	1573	SPONSOR
1527	1547	1579	SPONSOR
1527	3222	1579	SPONSOR
1527	1606	1579	SPONSOR
1531	4165	1583	SPONSOR
1532	5150	1584	SPONSOR
1532	2323	1584	SPONSOR
1532	1673	1584	SPONSOR
1532	2694	1584	SPONSOR
1540	3045	1592	SPONSOR
1540	4735	1592	SPONSOR
1540	137	1592	SPONSOR
1546	2706	1598	SPONSOR
1546	3369	1598	SPONSOR
1547	712	1599	SPONSOR
1547	320	1599	SPONSOR
1547	3222	1599	SPONSOR
1548	712	1600	SPONSOR
1548	967	1600	SPONSOR
1550	3444	1602	SPONSOR
1550	2757	1602	SPONSOR
1550	4520	1602	SPONSOR
1550	707	1602	SPONSOR
1555	339	1607	SPONSOR
1555	2898	1607	SPONSOR
1555	4733	1607	SPONSOR
1556	3350	1608	SPONSOR
1556	948	1608	SPONSOR
1556	339	1608	SPONSOR
1558	3370	1610	SPONSOR
1558	1122	1610	SPONSOR
1558	3929	1610	SPONSOR
1559	636	1611	SPONSOR
1559	2051	1611	SPONSOR
1559	83	1611	SPONSOR
1559	2547	1611	SPONSOR
1564	2874	1616	SPONSOR
1566	1141	1618	SPONSOR
1566	1452	1618	SPONSOR
1566	4445	1618	SPONSOR
1572	489	1624	SPONSOR
1572	712	1624	SPONSOR
1572	1640	1624	SPONSOR
1579	3391	1631	SPONSOR
1579	3137	1631	SPONSOR
1579	67	1631	SPONSOR
1579	891	1631	SPONSOR
1583	2737	1635	SPONSOR
1583	5012	1635	SPONSOR
1583	1955	1635	SPONSOR
1584	2792	1637	SPONSOR
1584	4851	1637	SPONSOR
1586	1845	1639	SPONSOR
1586	1547	1639	SPONSOR
1586	3050	1639	SPONSOR
1588	831	1641	SPONSOR
1588	3444	1641	SPONSOR
1588	4070	1641	SPONSOR
1591	1092	1644	SPONSOR
1591	2070	1644	SPONSOR
1591	1122	1644	SPONSOR
3769	3183	3905	SPONSOR
3769	1449	3905	SPONSOR
3769	2598	3905	SPONSOR
1598	1141	1651	SPONSOR
1601	3183	1654	SPONSOR
1601	1449	1654	SPONSOR
1601	613	1654	SPONSOR
1602	360	1655	SPONSOR
1602	866	1655	SPONSOR
1602	108	1655	SPONSOR
1603	4878	1656	SPONSOR
1603	242	1656	SPONSOR
1603	2023	1656	SPONSOR
1603	2703	1656	SPONSOR
1604	2792	1657	SPONSOR
1604	751	1657	SPONSOR
1606	1198	1659	SPONSOR
1606	2485	1659	SPONSOR
1607	4758	1660	SPONSOR
1607	3767	1660	SPONSOR
1607	1088	1660	SPONSOR
1611	4701	1664	SPONSOR
1611	2349	1664	SPONSOR
1611	2194	1664	SPONSOR
1611	3366	1664	SPONSOR
1618	4083	1671	SPONSOR
1618	2674	1671	SPONSOR
1618	3204	1671	SPONSOR
1629	2316	1685	SPONSOR
1629	2944	1685	SPONSOR
1630	4420	1686	SPONSOR
1630	1519	1686	SPONSOR
1630	789	1686	SPONSOR
1630	3102	1686	SPONSOR
1633	4429	1689	SPONSOR
1633	2304	1689	SPONSOR
1633	4157	1689	SPONSOR
1635	4843	1691	SPONSOR
1635	4636	1691	SPONSOR
1635	2342	1691	SPONSOR
1635	4733	1691	SPONSOR
1632	4403	1688	SPONSOR
1632	4843	1688	SPONSOR
1632	2701	1688	SPONSOR
1639	3440	1695	SPONSOR
1639	4929	1695	SPONSOR
1639	3182	1695	SPONSOR
1641	712	1697	SPONSOR
1641	3323	1697	SPONSOR
1641	3102	1697	SPONSOR
1642	4249	1698	SPONSOR
1642	1226	1698	SPONSOR
1642	2224	1698	SPONSOR
1651	4964	1707	SPONSOR
1651	2516	1707	SPONSOR
1660	4851	1716	SPONSOR
1660	167	1716	SPONSOR
1660	857	1716	SPONSOR
1660	1840	1716	SPONSOR
1682	1122	1741	SPONSOR
1682	2737	1741	SPONSOR
1682	4609	1741	SPONSOR
1681	3182	1740	SPONSOR
1681	318	1740	SPONSOR
1681	5076	1740	SPONSOR
1672	4467	1730	SPONSOR
1672	2218	1730	SPONSOR
1688	425	1747	SPONSOR
1690	4703	1749	SPONSOR
1690	2304	1749	SPONSOR
1690	3137	1749	SPONSOR
1694	1491	1753	SPONSOR
1696	4758	1755	SPONSOR
1696	5058	1755	SPONSOR
1696	2940	1755	SPONSOR
1696	1988	1755	SPONSOR
1701	360	1760	SPONSOR
1701	1243	1760	SPONSOR
1703	1360	1762	SPONSOR
1703	2973	1762	SPONSOR
1703	3538	1762	SPONSOR
1704	1527	1763	SPONSOR
1704	4429	1763	SPONSOR
1704	324	1763	SPONSOR
1704	3399	1763	SPONSOR
1706	4733	1765	SPONSOR
1706	565	1765	SPONSOR
1710	1683	1769	SPONSOR
1710	1867	1769	SPONSOR
1710	2425	1769	SPONSOR
1714	2704	1773	SPONSOR
1714	3965	1773	SPONSOR
1714	3791	1773	SPONSOR
1714	866	1773	SPONSOR
1717	1584	1776	SPONSOR
1717	2162	1776	SPONSOR
1717	2547	1776	SPONSOR
1717	2160	1776	SPONSOR
1722	1936	1781	SPONSOR
1722	3671	1781	SPONSOR
1722	2704	1781	SPONSOR
1722	2057	1781	SPONSOR
1738	1840	1797	SPONSOR
1738	4246	1797	SPONSOR
1738	1914	1797	SPONSOR
1743	1450	1802	SPONSOR
1749	3324	1808	SPONSOR
1749	712	1808	SPONSOR
1749	3222	1808	SPONSOR
1755	2459	1814	SPONSOR
1755	2304	1814	SPONSOR
1755	4769	1814	SPONSOR
1755	2643	1814	SPONSOR
1761	2813	1820	SPONSOR
1753	4946	1812	SPONSOR
1753	1452	1812	SPONSOR
1753	4733	1812	SPONSOR
1773	900	1834	SPONSOR
